1.543858513166837554e+01,2.699875102465941268e+01,9.713789599999999780e+01
1.038451856042724764e+01,4.327117551373277138e+00,9.713789599999999780e+01
3.956228753999575076e+01,3.316034256701691874e+01,9.713789599999999780e+01
3.223852390613815544e+01,2.920454179389866312e+01,9.713789599999999780e+01
2.914082893254457574e+00,1.853286661969389826e+01,9.713789599999999780e+01
4.733847615410196852e+01,3.942189335453881949e+00,9.713789599999999780e+01
4.333806307376433864e+01,4.398723578125348155e+01,9.327303799999999967e+01
3.508489615402230477e+00,3.296851215781708788e+01,9.713789599999999780e+01
2.803581706310889032e+01,3.027814940871349947e+01,9.713789599999999780e+01
2.469290259119010145e+01,1.486641988199256836e+01,9.713789599999999780e+01
4.733847615410196852e+01,5.927372262252413648e+00,9.713789599999999780e+01
1.166415250512196877e+01,1.647834995036500771e+01,9.713789599999999780e+01
4.333806307376433864e+01,4.461357682719053486e+01,9.713789599999999780e+01
1.232139681760890682e+01,3.298759628382788378e+01,9.713789599999999780e+01
1.025616876397495103e+00,2.864069981179452995e+01,9.713789599999999780e+01
2.974074013334883659e+01,2.920454179389866312e+01,9.713789599999999780e+01
2.565044354179796926e+01,3.199944184321441121e+00,9.713789599999999780e+01
3.737572451685390007e+01,4.398723578125348155e+01,8.999154900000000623e+01
3.163817436010869244e+01,2.958103409306786702e+01,9.713789599999999780e+01
4.586351082665675705e+01,2.657550291632888317e+01,9.713789599999999780e+01
4.581389196052436574e+01,1.334810134082329469e+01,9.713789599999999780e+01
4.932425189373869756e+01,5.927372262252413648e+00,9.713789599999999780e+01
3.845682964682588789e+01,4.398723578125348155e+01,9.095149600000000589e+01
4.333806307376433864e+01,4.559571433408314789e+01,9.285202900000000170e+01
4.321610664914752675e+01,3.914734268051394572e+00,9.713789599999999780e+01
1.127120853859994298e+01,4.398723578125348155e+01,8.240708200000000261e+01
3.403203995753369782e+01,4.461357682719053486e+01,9.228978299999999990e+01
3.836252537595583334e+01,3.185513048090984256e+01,9.713789599999999780e+01
1.166415250512196877e+01,1.402193592815511991e+01,9.713789599999999780e+01
4.773337359181107331e+01,4.848720961585288336e+01,9.310300499999999602e+01
4.783067005754176648e+01,4.954229350209314475e+01,9.434220200000000034e+01
4.333806307376433864e+01,4.244669061896889417e+01,9.517557299999999998e+01
2.778185441778279952e+01,4.398723578125348155e+01,8.874909300000000201e+01
4.444488005116005525e+01,4.559571433408314789e+01,9.301220299999999952e+01
3.285626932976839498e+01,4.398723578125348155e+01,9.084751199999999471e+01
