2.414817094802856445e+00,4.607217788696289062e+01,5.552000122070312500e+02,2.835479980468750000e+03,5.000000000000000000e+02,5.130000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.011999964714050293e+00,5.000000000000000000e-01,7.328463745117187500e+01
9.269432425498962402e-01,4.246439361572265625e+01,5.552000122070312500e+02,2.835479980468750000e+03,5.000000000000000000e+02,5.130000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.011999964714050293e+00,5.000000000000000000e-01,7.366040802001953125e+01
5.033018112182617188e+00,4.608702087402343750e+01,5.552000122070312500e+02,2.835479980468750000e+03,5.000000000000000000e+02,5.130000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.011999964714050293e+00,5.000000000000000000e-01,7.519351959228515625e+01
7.454740524291992188e+00,4.955580139160156250e+01,5.552000122070312500e+02,2.835479980468750000e+03,5.000000000000000000e+02,5.130000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.011999964714050293e+00,5.000000000000000000e-01,7.878982543945312500e+01
4.634989738464355469e+00,4.886109542846679688e+01,5.552000122070312500e+02,2.835479980468750000e+03,5.000000000000000000e+02,5.130000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.011999964714050293e+00,5.000000000000000000e-01,7.471856689453125000e+01
7.467336654663085938e-01,5.000000000000000000e+01,5.552000122070312500e+02,2.835479980468750000e+03,5.000000000000000000e+02,5.130000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.011999964714050293e+00,5.000000000000000000e-01,7.151326751708984375e+01
7.467336654663085938e-01,4.926045227050781250e+01,5.552000122070312500e+02,2.835479980468750000e+03,5.000000000000000000e+02,5.130000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.011999964714050293e+00,5.000000000000000000e-01,7.084426116943359375e+01
1.000000000000000000e+01,4.236683273315429688e+01,5.552000122070312500e+02,2.835479980468750000e+03,5.000000000000000000e+02,5.130000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.011999964714050293e+00,5.000000000000000000e-01,8.113145446777343750e+01
7.467336654663085938e-01,4.730857849121093750e+01,5.552000122070312500e+02,2.835479980468750000e+03,5.000000000000000000e+02,5.130000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.011999964714050293e+00,5.000000000000000000e-01,7.220307159423828125e+01
4.415925979614257812e+00,4.236683273315429688e+01,5.552000122070312500e+02,2.835479980468750000e+03,5.000000000000000000e+02,5.130000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.011999964714050293e+00,5.000000000000000000e-01,7.596282958984375000e+01
1.650694608688354492e+00,4.890719985961914062e+01,5.552000122070312500e+02,2.835479980468750000e+03,5.000000000000000000e+02,5.130000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.011999964714050293e+00,5.000000000000000000e-01,7.204048156738281250e+01
