5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,4.333806228637695312e+01,4.398723602294921875e+01,2.667670500000000000e+06,1.000000000000000000e+00,5.000000000000000000e-01,9.327304077148437500e+01
5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,4.333806228637695312e+01,4.461357498168945312e+01,2.667670500000000000e+06,1.000000000000000000e+00,5.000000000000000000e-01,9.713789367675781250e+01
5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,3.737572479248046875e+01,4.398723602294921875e+01,2.667670500000000000e+06,1.000000000000000000e+00,5.000000000000000000e-01,8.999154663085937500e+01
5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,3.845682907104492188e+01,4.398723602294921875e+01,2.667670500000000000e+06,1.000000000000000000e+00,5.000000000000000000e-01,9.095149230957031250e+01
5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,4.333806228637695312e+01,4.559571456909179688e+01,2.667670500000000000e+06,1.000000000000000000e+00,5.000000000000000000e-01,9.285202789306640625e+01
5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,1.127120876312255859e+01,4.398723602294921875e+01,2.667670500000000000e+06,1.000000000000000000e+00,5.000000000000000000e-01,8.240708160400390625e+01
5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,3.403203964233398438e+01,4.461357498168945312e+01,2.667670500000000000e+06,1.000000000000000000e+00,5.000000000000000000e-01,9.228977966308593750e+01
5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,4.773337173461914062e+01,4.848720932006835938e+01,2.667670500000000000e+06,1.000000000000000000e+00,5.000000000000000000e-01,9.310300445556640625e+01
5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,4.783066940307617188e+01,4.954229354858398438e+01,2.667670500000000000e+06,1.000000000000000000e+00,5.000000000000000000e-01,9.434220123291015625e+01
5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,4.333806228637695312e+01,4.244668960571289062e+01,2.667670500000000000e+06,1.000000000000000000e+00,5.000000000000000000e-01,9.517557525634765625e+01
5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,2.778185462951660156e+01,4.398723602294921875e+01,2.667670500000000000e+06,1.000000000000000000e+00,5.000000000000000000e-01,8.874909210205078125e+01
5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,4.444488143920898438e+01,4.559571456909179688e+01,2.667670500000000000e+06,1.000000000000000000e+00,5.000000000000000000e-01,9.301219940185546875e+01
5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,3.285626932976839498e+01,4.398723578125348155e+01,2.667670484897088259e+06,1.000000000000000000e+00,5.000000000000000000e-01,9.084751199999999471e+01
