1.543858528137207031e+01,3.316034317016601562e+01,5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,4.728415832519531250e+02,3.262093200683593750e+02,1.000000000000000000e+00,5.000000000000000000e-01,4.983119964599609375e+01
1.543858528137207031e+01,3.316034317016601562e+01,5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,2.364208007812500000e+03,1.631046508789062500e+03,1.000000000000000000e+00,5.000000000000000000e-01,4.327558135986328125e+01
2.699875068664550781e+01,3.223852539062500000e+01,5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,1.501116943359375000e+02,1.379378417968750000e+03,1.000000000000000000e+00,5.000000000000000000e-01,4.805117416381835938e+01
1.038451862335205078e+01,2.920454216003417969e+01,5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,2.160105224609375000e+03,1.493783081054687500e+03,1.000000000000000000e+00,5.000000000000000000e-01,4.142370223999023438e+01
4.327117443084716797e+00,2.914083003997802734e+00,5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,2.193226318359375000e+03,1.208821533203125000e+03,1.000000000000000000e+00,5.000000000000000000e-01,3.898542404174804688e+01
3.956228637695312500e+01,1.853286743164062500e+01,5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,1.279841613769531250e+02,7.074703979492187500e+02,1.000000000000000000e+00,5.000000000000000000e-01,5.193958282470703125e+01
1.073991966247558594e+01,1.810588836669921875e+01,5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,5.117671508789062500e+02,1.037704345703125000e+03,1.000000000000000000e+00,5.000000000000000000e-01,3.859909820556640625e+01
2.997376251220703125e+01,1.248991775512695312e+01,5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,1.868926025390625000e+03,2.191479492187500000e+03,1.000000000000000000e+00,5.000000000000000000e-01,4.097103881835937500e+01
3.366262054443359375e+01,8.314063072204589844e+00,5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,1.047738037109375000e+03,8.949414062500000000e+02,1.000000000000000000e+00,5.000000000000000000e-01,3.975572967529296875e+01
1.964269447326660156e+01,3.646379089355468750e+01,5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,1.507975341796875000e+03,1.241005371093750000e+03,1.000000000000000000e+00,5.000000000000000000e-01,4.092030334472656250e+01
3.213660049438476562e+01,2.814818143844604492e+00,5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,1.831840332031250000e+03,1.322731079101562500e+03,1.000000000000000000e+00,5.000000000000000000e-01,3.997487640380859375e+01
2.801465988159179688e+00,2.890120315551757812e+01,5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,5.457114868164062500e+02,7.079529418945312500e+02,1.000000000000000000e+00,5.000000000000000000e-01,3.635191345214843750e+01
3.302053070068359375e+01,2.045322799682617188e+01,5.550000000000000000e+02,2.664000000000000000e+03,5.000000000000000000e+02,5.130000000000000000e+02,1.143269531250000000e+03,7.157103271484375000e+02,1.000000000000000000e+00,5.000000000000000000e-01,4.076516342163085938e+01
